"GEOID","NAME","variable","estimate","moe","summary_est","summary_moe","state","zip"
"0695250","ZCTA5 95250","B01001_001",0,12,0,12,"06","95250"
"0695251","ZCTA5 95251","B01001_001",625,239,625,239,"06","95251"
"0695252","ZCTA5 95252","B01001_001",16262,943,16262,943,"06","95252"
"0695254","ZCTA5 95254","B01001_001",1035,368,1035,368,"06","95254"
"0695255","ZCTA5 95255","B01001_001",1289,325,1289,325,"06","95255"
"0695257","ZCTA5 95257","B01001_001",407,198,407,198,"06","95257"
"0695258","ZCTA5 95258","B01001_001",3599,383,3599,383,"06","95258"
"0695301","ZCTA5 95301","B01001_001",39186,813,39186,813,"06","95301"
"0695303","ZCTA5 95303","B01001_001",1110,214,1110,214,"06","95303"
"0695304","ZCTA5 95304","B01001_001",14282,952,14282,952,"06","95304"
"0695305","ZCTA5 95305","B01001_001",0,12,0,12,"06","95305"
"0695306","ZCTA5 95306","B01001_001",654,197,654,197,"06","95306"
"0695307","ZCTA5 95307","B01001_001",46283,1268,46283,1268,"06","95307"
"0695310","ZCTA5 95310","B01001_001",1874,386,1874,386,"06","95310"
"0695311","ZCTA5 95311","B01001_001",1893,372,1893,372,"06","95311"
"0695312","ZCTA5 95312","B01001_001",276,126,276,126,"06","95312"
"0695313","ZCTA5 95313","B01001_001",1305,491,1305,491,"06","95313"
"0695314","ZCTA5 95314","B01001_001",95,35,95,35,"06","95314"
"0695315","ZCTA5 95315","B01001_001",14520,957,14520,957,"06","95315"
"0695316","ZCTA5 95316","B01001_001",7022,768,7022,768,"06","95316"
"0695317","ZCTA5 95317","B01001_001",1203,251,1203,251,"06","95317"
"0695318","ZCTA5 95318","B01001_001",220,159,220,159,"06","95318"
"0695319","ZCTA5 95319","B01001_001",1745,406,1745,406,"06","95319"
"0695320","ZCTA5 95320","B01001_001",12822,561,12822,561,"06","95320"
"0695321","ZCTA5 95321","B01001_001",3541,549,3541,549,"06","95321"
"0695322","ZCTA5 95322","B01001_001",10373,995,10373,995,"06","95322"
"0695323","ZCTA5 95323","B01001_001",1299,217,1299,217,"06","95323"
"0695324","ZCTA5 95324","B01001_001",8380,810,8380,810,"06","95324"
"0695325","ZCTA5 95325","B01001_001",78,91,78,91,"06","95325"
"0695326","ZCTA5 95326","B01001_001",10147,505,10147,505,"06","95326"
"0695327","ZCTA5 95327","B01001_001",7918,692,7918,692,"06","95327"
"0695328","ZCTA5 95328","B01001_001",4480,878,4480,878,"06","95328"
"0695329","ZCTA5 95329","B01001_001",2570,438,2570,438,"06","95329"
"0695330","ZCTA5 95330","B01001_001",22760,223,22760,223,"06","95330"
"0695333","ZCTA5 95333","B01001_001",2539,319,2539,319,"06","95333"
"0695334","ZCTA5 95334","B01001_001",17057,535,17057,535,"06","95334"
"0695335","ZCTA5 95335","B01001_001",153,135,153,135,"06","95335"
"0695336","ZCTA5 95336","B01001_001",47855,1260,47855,1260,"06","95336"
"0695337","ZCTA5 95337","B01001_001",39177,1152,39177,1152,"06","95337"
"0695338","ZCTA5 95338","B01001_001",10827,478,10827,478,"06","95338"
"0695340","ZCTA5 95340","B01001_001",35827,1519,35827,1519,"06","95340"
"0695341","ZCTA5 95341","B01001_001",33090,1306,33090,1306,"06","95341"
"0695345","ZCTA5 95345","B01001_001",802,306,802,306,"06","95345"
"0695346","ZCTA5 95346","B01001_001",1251,488,1251,488,"06","95346"
"0695348","ZCTA5 95348","B01001_001",34002,1612,34002,1612,"06","95348"
"0695350","ZCTA5 95350","B01001_001",54210,1254,54210,1254,"06","95350"
"0695351","ZCTA5 95351","B01001_001",48542,1487,48542,1487,"06","95351"
"0695354","ZCTA5 95354","B01001_001",24923,1010,24923,1010,"06","95354"
"0695355","ZCTA5 95355","B01001_001",59621,1514,59621,1514,"06","95355"
"0695356","ZCTA5 95356","B01001_001",32622,1193,32622,1193,"06","95356"
"0695357","ZCTA5 95357","B01001_001",11765,1006,11765,1006,"06","95357"
"0695358","ZCTA5 95358","B01001_001",32524,1526,32524,1526,"06","95358"
"0695360","ZCTA5 95360","B01001_001",13278,628,13278,628,"06","95360"
"0695361","ZCTA5 95361","B01001_001",35308,1008,35308,1008,"06","95361"
"0695363","ZCTA5 95363","B01001_001",27908,680,27908,680,"06","95363"
"0695364","ZCTA5 95364","B01001_001",0,12,0,12,"06","95364"
"0695365","ZCTA5 95365","B01001_001",4775,507,4775,507,"06","95365"
"0695366","ZCTA5 95366","B01001_001",17909,348,17909,348,"06","95366"
"0695367","ZCTA5 95367","B01001_001",25072,292,25072,292,"06","95367"
"0695368","ZCTA5 95368","B01001_001",14041,1119,14041,1119,"06","95368"
"0695369","ZCTA5 95369","B01001_001",1024,208,1024,208,"06","95369"
"0695370","ZCTA5 95370","B01001_001",28096,1132,28096,1132,"06","95370"
"0695372","ZCTA5 95372","B01001_001",2056,575,2056,575,"06","95372"
"0695374","ZCTA5 95374","B01001_001",1682,273,1682,273,"06","95374"
"0695375","ZCTA5 95375","B01001_001",5,3,5,3,"06","95375"
"0695376","ZCTA5 95376","B01001_001",55655,1399,55655,1399,"06","95376"
"0695377","ZCTA5 95377","B01001_001",32091,1294,32091,1294,"06","95377"
"0695379","ZCTA5 95379","B01001_001",4003,681,4003,681,"06","95379"
"0695380","ZCTA5 95380","B01001_001",42866,1151,42866,1151,"06","95380"
"0695382","ZCTA5 95382","B01001_001",38700,994,38700,994,"06","95382"
"0695383","ZCTA5 95383","B01001_001",3611,526,3611,526,"06","95383"
"0695385","ZCTA5 95385","B01001_001",415,230,415,230,"06","95385"
"0695386","ZCTA5 95386","B01001_001",10557,420,10557,420,"06","95386"
"0695387","ZCTA5 95387","B01001_001",636,320,636,320,"06","95387"
"0695388","ZCTA5 95388","B01001_001",14116,1078,14116,1078,"06","95388"
"0695389","ZCTA5 95389","B01001_001",1417,356,1417,356,"06","95389"
"0695391","ZCTA5 95391","B01001_001",20131,1930,20131,1930,"06","95391"
"0695401","ZCTA5 95401","B01001_001",38839,1392,38839,1392,"06","95401"
"0695403","ZCTA5 95403","B01001_001",45096,1351,45096,1351,"06","95403"
"0695404","ZCTA5 95404","B01001_001",40497,1791,40497,1791,"06","95404"
"0695405","ZCTA5 95405","B01001_001",21082,1122,21082,1122,"06","95405"
"0695407","ZCTA5 95407","B01001_001",42026,1626,42026,1626,"06","95407"
"0695409","ZCTA5 95409","B01001_001",27186,938,27186,938,"06","95409"
"0695410","ZCTA5 95410","B01001_001",997,276,997,276,"06","95410"
"0695412","ZCTA5 95412","B01001_001",397,127,397,127,"06","95412"
"0695415","ZCTA5 95415","B01001_001",1388,302,1388,302,"06","95415"
"0695417","ZCTA5 95417","B01001_001",356,266,356,266,"06","95417"
"0695420","ZCTA5 95420","B01001_001",523,302,523,302,"06","95420"
"0695421","ZCTA5 95421","B01001_001",1808,248,1808,248,"06","95421"
"0695422","ZCTA5 95422","B01001_001",15696,219,15696,219,"06","95422"
"0695423","ZCTA5 95423","B01001_001",3751,473,3751,473,"06","95423"
"0695425","ZCTA5 95425","B01001_001",10984,479,10984,479,"06","95425"
"0695426","ZCTA5 95426","B01001_001",1350,405,1350,405,"06","95426"
"0695427","ZCTA5 95427","B01001_001",226,119,226,119,"06","95427"
"0695428","ZCTA5 95428","B01001_001",2580,321,2580,321,"06","95428"
"0695429","ZCTA5 95429","B01001_001",116,78,116,78,"06","95429"
"0695430","ZCTA5 95430","B01001_001",7,10,7,10,"06","95430"
"0695431","ZCTA5 95431","B01001_001",161,138,161,138,"06","95431"
"0695432","ZCTA5 95432","B01001_001",706,213,706,213,"06","95432"
"0695435","ZCTA5 95435","B01001_001",299,402,299,402,"06","95435"
"0695436","ZCTA5 95436","B01001_001",6240,464,6240,464,"06","95436"
"0695437","ZCTA5 95437","B01001_001",14859,737,14859,737,"06","95437"
"0695439","ZCTA5 95439","B01001_001",728,313,728,313,"06","95439"
"0695441","ZCTA5 95441","B01001_001",1797,257,1797,257,"06","95441"
"0695442","ZCTA5 95442","B01001_001",3213,564,3213,564,"06","95442"
"0695443","ZCTA5 95443","B01001_001",193,190,193,190,"06","95443"
"0695444","ZCTA5 95444","B01001_001",705,375,705,375,"06","95444"
"0695445","ZCTA5 95445","B01001_001",2257,369,2257,369,"06","95445"
"0695446","ZCTA5 95446","B01001_001",5168,466,5168,466,"06","95446"
"0695448","ZCTA5 95448","B01001_001",17407,709,17407,709,"06","95448"
"0695449","ZCTA5 95449","B01001_001",1560,289,1560,289,"06","95449"
"0695450","ZCTA5 95450","B01001_001",227,70,227,70,"06","95450"
"0695451","ZCTA5 95451","B01001_001",11603,799,11603,799,"06","95451"
"0695452","ZCTA5 95452","B01001_001",919,376,919,376,"06","95452"
"0695453","ZCTA5 95453","B01001_001",11369,619,11369,619,"06","95453"
"0695454","ZCTA5 95454","B01001_001",2107,345,2107,345,"06","95454"
"0695456","ZCTA5 95456","B01001_001",838,250,838,250,"06","95456"
"0695457","ZCTA5 95457","B01001_001",3227,564,3227,564,"06","95457"
"0695458","ZCTA5 95458","B01001_001",2960,558,2960,558,"06","95458"
"0695459","ZCTA5 95459","B01001_001",641,194,641,194,"06","95459"
"0695460","ZCTA5 95460","B01001_001",2508,431,2508,431,"06","95460"
"0695461","ZCTA5 95461","B01001_001",2567,647,2567,647,"06","95461"
"0695462","ZCTA5 95462","B01001_001",1124,219,1124,219,"06","95462"
"0695463","ZCTA5 95463","B01001_001",136,104,136,104,"06","95463"
"0695464","ZCTA5 95464","B01001_001",2505,416,2505,416,"06","95464"
"0695465","ZCTA5 95465","B01001_001",2244,480,2244,480,"06","95465"
"0695466","ZCTA5 95466","B01001_001",976,247,976,247,"06","95466"
"0695467","ZCTA5 95467","B01001_001",5506,784,5506,784,"06","95467"
"0695468","ZCTA5 95468","B01001_001",1280,328,1280,328,"06","95468"
"0695469","ZCTA5 95469","B01001_001",1911,288,1911,288,"06","95469"
"0695470","ZCTA5 95470","B01001_001",5561,590,5561,590,"06","95470"
"0695471","ZCTA5 95471","B01001_001",573,303,573,303,"06","95471"
"0695472","ZCTA5 95472","B01001_001",30736,1209,30736,1209,"06","95472"
"0695476","ZCTA5 95476","B01001_001",36586,1045,36586,1045,"06","95476"
"0695482","ZCTA5 95482","B01001_001",31482,933,31482,933,"06","95482"
"0695485","ZCTA5 95485","B01001_001",2650,511,2650,511,"06","95485"
"0695486","ZCTA5 95486","B01001_001",51,62,51,62,"06","95486"
"0695488","ZCTA5 95488","B01001_001",179,127,179,127,"06","95488"
"0695490","ZCTA5 95490","B01001_001",12975,797,12975,797,"06","95490"
"0695492","ZCTA5 95492","B01001_001",29271,633,29271,633,"06","95492"
"0695493","ZCTA5 95493","B01001_001",377,161,377,161,"06","95493"
"0695494","ZCTA5 95494","B01001_001",171,91,171,91,"06","95494"
"0695497","ZCTA5 95497","B01001_001",1134,194,1134,194,"06","95497"
"0695501","ZCTA5 95501","B01001_001",23324,727,23324,727,"06","95501"
"0695503","ZCTA5 95503","B01001_001",25972,964,25972,964,"06","95503"
"0695511","ZCTA5 95511","B01001_001",262,169,262,169,"06","95511"
"0695514","ZCTA5 95514","B01001_001",140,119,140,119,"06","95514"
"0695519","ZCTA5 95519","B01001_001",19763,998,19763,998,"06","95519"
"0695521","ZCTA5 95521","B01001_001",21068,515,21068,515,"06","95521"
"0695524","ZCTA5 95524","B01001_001",1668,253,1668,253,"06","95524"
"0695525","ZCTA5 95525","B01001_001",1401,220,1401,220,"06","95525"
"0695526","ZCTA5 95526","B01001_001",196,62,196,62,"06","95526"
"0695527","ZCTA5 95527","B01001_001",499,156,499,156,"06","95527"
"0695528","ZCTA5 95528","B01001_001",1437,244,1437,244,"06","95528"
"0695531","ZCTA5 95531","B01001_001",23737,428,23737,428,"06","95531"
"0695536","ZCTA5 95536","B01001_001",2899,267,2899,267,"06","95536"
"0695537","ZCTA5 95537","B01001_001",251,209,251,209,"06","95537"
"0695540","ZCTA5 95540","B01001_001",14196,652,14196,652,"06","95540"
"0695542","ZCTA5 95542","B01001_001",1871,512,1871,512,"06","95542"
"0695543","ZCTA5 95543","B01001_001",705,277,705,277,"06","95543"
"0695545","ZCTA5 95545","B01001_001",118,119,118,119,"06","95545"
"0695546","ZCTA5 95546","B01001_001",3466,489,3466,489,"06","95546"
"0695547","ZCTA5 95547","B01001_001",1063,200,1063,200,"06","95547"
"0695548","ZCTA5 95548","B01001_001",1251,164,1251,164,"06","95548"
"0695549","ZCTA5 95549","B01001_001",929,186,929,186,"06","95549"
"0695550","ZCTA5 95550","B01001_001",94,81,94,81,"06","95550"
"0695551","ZCTA5 95551","B01001_001",1416,327,1416,327,"06","95551"
"0695552","ZCTA5 95552","B01001_001",750,146,750,146,"06","95552"
"0695553","ZCTA5 95553","B01001_001",767,373,767,373,"06","95553"
"0695554","ZCTA5 95554","B01001_001",508,331,508,331,"06","95554"
"0695555","ZCTA5 95555","B01001_001",437,125,437,125,"06","95555"
"0695556","ZCTA5 95556","B01001_001",598,325,598,325,"06","95556"
"0695558","ZCTA5 95558","B01001_001",416,118,416,118,"06","95558"
"0695559","ZCTA5 95559","B01001_001",70,64,70,64,"06","95559"
"0695560","ZCTA5 95560","B01001_001",1615,662,1615,662,"06","95560"
"0695562","ZCTA5 95562","B01001_001",3401,41,3401,41,"06","95562"
"0695563","ZCTA5 95563","B01001_001",665,187,665,187,"06","95563"
"0695564","ZCTA5 95564","B01001_001",389,136,389,136,"06","95564"
"0695565","ZCTA5 95565","B01001_001",762,222,762,222,"06","95565"
"0695567","ZCTA5 95567","B01001_001",1802,348,1802,348,"06","95567"
"0695568","ZCTA5 95568","B01001_001",274,117,274,117,"06","95568"
"0695569","ZCTA5 95569","B01001_001",371,113,371,113,"06","95569"
"0695570","ZCTA5 95570","B01001_001",2338,268,2338,268,"06","95570"
"0695571","ZCTA5 95571","B01001_001",304,213,304,213,"06","95571"
"0695573","ZCTA5 95573","B01001_001",1568,492,1568,492,"06","95573"
"0695585","ZCTA5 95585","B01001_001",457,145,457,145,"06","95585"
"0695587","ZCTA5 95587","B01001_001",51,58,51,58,"06","95587"
"0695589","ZCTA5 95589","B01001_001",963,360,963,360,"06","95589"
"0695595","ZCTA5 95595","B01001_001",139,72,139,72,"06","95595"
"0695601","ZCTA5 95601","B01001_001",151,77,151,77,"06","95601"
"0695602","ZCTA5 95602","B01001_001",17557,897,17557,897,"06","95602"
"0695603","ZCTA5 95603","B01001_001",29474,1089,29474,1089,"06","95603"
"0695604","ZCTA5 95604","B01001_001",85,63,85,63,"06","95604"
"0695605","ZCTA5 95605","B01001_001",14493,721,14493,721,"06","95605"
"0695606","ZCTA5 95606","B01001_001",249,177,249,177,"06","95606"
"0695607","ZCTA5 95607","B01001_001",389,151,389,151,"06","95607"
"0695608","ZCTA5 95608","B01001_001",62539,1587,62539,1587,"06","95608"
"0695610","ZCTA5 95610","B01001_001",46305,933,46305,933,"06","95610"
"0695612","ZCTA5 95612","B01001_001",1321,408,1321,408,"06","95612"
"0695614","ZCTA5 95614","B01001_001",4359,640,4359,640,"06","95614"
"0695615","ZCTA5 95615","B01001_001",704,247,704,247,"06","95615"
"0695616","ZCTA5 95616","B01001_001",52212,841,52212,841,"06","95616"
"0695618","ZCTA5 95618","B01001_001",27519,841,27519,841,"06","95618"
"0695619","ZCTA5 95619","B01001_001",5718,871,5718,871,"06","95619"
"0695620","ZCTA5 95620","B01001_001",21954,402,21954,402,"06","95620"
"0695621","ZCTA5 95621","B01001_001",41740,908,41740,908,"06","95621"
"0695623","ZCTA5 95623","B01001_001",3665,544,3665,544,"06","95623"
"0695624","ZCTA5 95624","B01001_001",65948,1241,65948,1241,"06","95624"
"0695625","ZCTA5 95625","B01001_001",74,61,74,61,"06","95625"
"0695626","ZCTA5 95626","B01001_001",6065,589,6065,589,"06","95626"
"0695627","ZCTA5 95627","B01001_001",3802,496,3802,496,"06","95627"
"0695628","ZCTA5 95628","B01001_001",40855,1244,40855,1244,"06","95628"
"0695629","ZCTA5 95629","B01001_001",940,306,940,306,"06","95629"
"0695630","ZCTA5 95630","B01001_001",78159,74,78159,74,"06","95630"
"0695631","ZCTA5 95631","B01001_001",6851,853,6851,853,"06","95631"
"0695632","ZCTA5 95632","B01001_001",31911,773,31911,773,"06","95632"
"0695633","ZCTA5 95633","B01001_001",4188,967,4188,967,"06","95633"
"0695634","ZCTA5 95634","B01001_001",3559,716,3559,716,"06","95634"
"0695635","ZCTA5 95635","B01001_001",1058,442,1058,442,"06","95635"
"0695636","ZCTA5 95636","B01001_001",1195,456,1195,456,"06","95636"
"0695637","ZCTA5 95637","B01001_001",268,212,268,212,"06","95637"
"0695638","ZCTA5 95638","B01001_001",2126,263,2126,263,"06","95638"
"0695639","ZCTA5 95639","B01001_001",335,234,335,234,"06","95639"
"0695640","ZCTA5 95640","B01001_001",11598,547,11598,547,"06","95640"
"0695641","ZCTA5 95641","B01001_001",1489,156,1489,156,"06","95641"
"0695642","ZCTA5 95642","B01001_001",7101,423,7101,423,"06","95642"
"0695645","ZCTA5 95645","B01001_001",1881,358,1881,358,"06","95645"
"0695646","ZCTA5 95646","B01001_001",80,41,80,41,"06","95646"
"0695648","ZCTA5 95648","B01001_001",52949,994,52949,994,"06","95648"
"0695650","ZCTA5 95650","B01001_001",14808,921,14808,921,"06","95650"
"0695651","ZCTA5 95651","B01001_001",624,310,624,310,"06","95651"
"0695652","ZCTA5 95652","B01001_001",789,316,789,316,"06","95652"
"0695653","ZCTA5 95653","B01001_001",581,199,581,199,"06","95653"
"0695655","ZCTA5 95655","B01001_001",4156,356,4156,356,"06","95655"
"0695658","ZCTA5 95658","B01001_001",6837,573,6837,573,"06","95658"
"0695659","ZCTA5 95659","B01001_001",932,129,932,129,"06","95659"
"0695660","ZCTA5 95660","B01001_001",35461,1370,35461,1370,"06","95660"
"0695661","ZCTA5 95661","B01001_001",31315,792,31315,792,"06","95661"
"0695662","ZCTA5 95662","B01001_001",32172,1164,32172,1164,"06","95662"
"0695663","ZCTA5 95663","B01001_001",2493,348,2493,348,"06","95663"
"0695664","ZCTA5 95664","B01001_001",1603,586,1603,586,"06","95664"
"0695665","ZCTA5 95665","B01001_001",4303,630,4303,630,"06","95665"
"0695666","ZCTA5 95666","B01001_001",5164,532,5164,532,"06","95666"
"0695667","ZCTA5 95667","B01001_001",36487,1327,36487,1327,"06","95667"
"0695668","ZCTA5 95668","B01001_001",664,146,664,146,"06","95668"
"0695669","ZCTA5 95669","B01001_001",2315,344,2315,344,"06","95669"
"0695670","ZCTA5 95670","B01001_001",55558,839,55558,839,"06","95670"
"0695672","ZCTA5 95672","B01001_001",5266,391,5266,391,"06","95672"
"0695673","ZCTA5 95673","B01001_001",16636,892,16636,892,"06","95673"
"0695674","ZCTA5 95674","B01001_001",767,138,767,138,"06","95674"
"0695675","ZCTA5 95675","B01001_001",566,386,566,386,"06","95675"
"0695677","ZCTA5 95677","B01001_001",25477,822,25477,822,"06","95677"
"0695678","ZCTA5 95678","B01001_001",42053,1022,42053,1022,"06","95678"
"0695679","ZCTA5 95679","B01001_001",56,61,56,61,"06","95679"
"0695680","ZCTA5 95680","B01001_001",10,16,10,16,"06","95680"
"0695681","ZCTA5 95681","B01001_001",1246,491,1246,491,"06","95681"
"0695682","ZCTA5 95682","B01001_001",30314,1199,30314,1199,"06","95682"
"0695683","ZCTA5 95683","B01001_001",6326,334,6326,334,"06","95683"
"0695684","ZCTA5 95684","B01001_001",3129,507,3129,507,"06","95684"
"0695685","ZCTA5 95685","B01001_001",4665,420,4665,420,"06","95685"
"0695686","ZCTA5 95686","B01001_001",1262,214,1262,214,"06","95686"
"0695687","ZCTA5 95687","B01001_001",69060,838,69060,838,"06","95687"
"0695688","ZCTA5 95688","B01001_001",37260,1075,37260,1075,"06","95688"
"0695689","ZCTA5 95689","B01001_001",1698,420,1698,420,"06","95689"
"0695690","ZCTA5 95690","B01001_001",2215,504,2215,504,"06","95690"
"0695691","ZCTA5 95691","B01001_001",38690,727,38690,727,"06","95691"
"0695692","ZCTA5 95692","B01001_001",5251,298,5251,298,"06","95692"
"0695693","ZCTA5 95693","B01001_001",7037,573,7037,573,"06","95693"
"0695694","ZCTA5 95694","B01001_001",10495,546,10495,546,"06","95694"
"0695695","ZCTA5 95695","B01001_001",41278,1021,41278,1021,"06","95695"
"0695697","ZCTA5 95697","B01001_001",183,112,183,112,"06","95697"
"0695698","ZCTA5 95698","B01001_001",148,104,148,104,"06","95698"
"0695699","ZCTA5 95699","B01001_001",21,27,21,27,"06","95699"
"0695701","ZCTA5 95701","B01001_001",915,202,915,202,"06","95701"
"0695703","ZCTA5 95703","B01001_001",831,232,831,232,"06","95703"
"0695709","ZCTA5 95709","B01001_001",5498,771,5498,771,"06","95709"
"0695713","ZCTA5 95713","B01001_001",10472,759,10472,759,"06","95713"
"0695714","ZCTA5 95714","B01001_001",522,150,522,150,"06","95714"
"0695715","ZCTA5 95715","B01001_001",104,80,104,80,"06","95715"
"0695717","ZCTA5 95717","B01001_001",176,90,176,90,"06","95717"
"0695720","ZCTA5 95720","B01001_001",103,64,103,64,"06","95720"
"0695721","ZCTA5 95721","B01001_001",0,12,0,12,"06","95721"
"0695722","ZCTA5 95722","B01001_001",5123,477,5123,477,"06","95722"
"0695724","ZCTA5 95724","B01001_001",22,25,22,25,"06","95724"
"0695726","ZCTA5 95726","B01001_001",8449,796,8449,796,"06","95726"
"0695728","ZCTA5 95728","B01001_001",231,154,231,154,"06","95728"
"0695735","ZCTA5 95735","B01001_001",12,13,12,13,"06","95735"
"0695736","ZCTA5 95736","B01001_001",289,200,289,200,"06","95736"
"0695742","ZCTA5 95742","B01001_001",12472,564,12472,564,"06","95742"
"0695746","ZCTA5 95746","B01001_001",23934,880,23934,880,"06","95746"
"0695747","ZCTA5 95747","B01001_001",66931,1162,66931,1162,"06","95747"
"0695757","ZCTA5 95757","B01001_001",50727,1039,50727,1039,"06","95757"
"0695758","ZCTA5 95758","B01001_001",65811,1418,65811,1418,"06","95758"
"0695762","ZCTA5 95762","B01001_001",43052,1176,43052,1176,"06","95762"
"0695765","ZCTA5 95765","B01001_001",39214,814,39214,814,"06","95765"
"0695776","ZCTA5 95776","B01001_001",23911,819,23911,819,"06","95776"
"0695811","ZCTA5 95811","B01001_001",6294,465,6294,465,"06","95811"
"0695814","ZCTA5 95814","B01001_001",11908,566,11908,566,"06","95814"
"0695815","ZCTA5 95815","B01001_001",25673,1452,25673,1452,"06","95815"
"0695816","ZCTA5 95816","B01001_001",17199,812,17199,812,"06","95816"
"0695817","ZCTA5 95817","B01001_001",13758,771,13758,771,"06","95817"
"0695818","ZCTA5 95818","B01001_001",21625,781,21625,781,"06","95818"
"0695819","ZCTA5 95819","B01001_001",19890,1000,19890,1000,"06","95819"
"0695820","ZCTA5 95820","B01001_001",36437,1198,36437,1198,"06","95820"
"0695821","ZCTA5 95821","B01001_001",35812,1462,35812,1462,"06","95821"
"0695822","ZCTA5 95822","B01001_001",44741,1499,44741,1499,"06","95822"
"0695823","ZCTA5 95823","B01001_001",79440,2223,79440,2223,"06","95823"
"0695824","ZCTA5 95824","B01001_001",30296,1315,30296,1315,"06","95824"
"0695825","ZCTA5 95825","B01001_001",37473,1584,37473,1584,"06","95825"
"0695826","ZCTA5 95826","B01001_001",39145,1028,39145,1028,"06","95826"
"0695827","ZCTA5 95827","B01001_001",20666,689,20666,689,"06","95827"
"0695828","ZCTA5 95828","B01001_001",58717,1760,58717,1760,"06","95828"
"0695829","ZCTA5 95829","B01001_001",28264,1099,28264,1099,"06","95829"
"0695830","ZCTA5 95830","B01001_001",734,226,734,226,"06","95830"
"0695831","ZCTA5 95831","B01001_001",43094,1063,43094,1063,"06","95831"
"0695832","ZCTA5 95832","B01001_001",12114,1095,12114,1095,"06","95832"
"0695833","ZCTA5 95833","B01001_001",39905,1217,39905,1217,"06","95833"
"0695834","ZCTA5 95834","B01001_001",30076,957,30076,957,"06","95834"
"0695835","ZCTA5 95835","B01001_001",40170,1324,40170,1324,"06","95835"
"0695837","ZCTA5 95837","B01001_001",300,125,300,125,"06","95837"
"0695838","ZCTA5 95838","B01001_001",39053,1628,39053,1628,"06","95838"
"0695841","ZCTA5 95841","B01001_001",21229,1188,21229,1188,"06","95841"
"0695842","ZCTA5 95842","B01001_001",33522,1099,33522,1099,"06","95842"
"0695843","ZCTA5 95843","B01001_001",47823,1220,47823,1220,"06","95843"
"0695864","ZCTA5 95864","B01001_001",23352,1066,23352,1066,"06","95864"
"0695901","ZCTA5 95901","B01001_001",33455,874,33455,874,"06","95901"
"0695903","ZCTA5 95903","B01001_001",1653,334,1653,334,"06","95903"
"0695910","ZCTA5 95910","B01001_001",123,77,123,77,"06","95910"
"0695912","ZCTA5 95912","B01001_001",5380,460,5380,460,"06","95912"
"0695914","ZCTA5 95914","B01001_001",752,237,752,237,"06","95914"
"0695915","ZCTA5 95915","B01001_001",0,12,0,12,"06","95915"
"0695916","ZCTA5 95916","B01001_001",1359,251,1359,251,"06","95916"
"0695917","ZCTA5 95917","B01001_001",3717,430,3717,430,"06","95917"
"0695918","ZCTA5 95918","B01001_001",2915,725,2915,725,"06","95918"
"0695919","ZCTA5 95919","B01001_001",971,343,971,343,"06","95919"
"0695920","ZCTA5 95920","B01001_001",315,128,315,128,"06","95920"
"0695922","ZCTA5 95922","B01001_001",831,175,831,175,"06","95922"
"0695923","ZCTA5 95923","B01001_001",28,21,28,21,"06","95923"
"0695925","ZCTA5 95925","B01001_001",276,174,276,174,"06","95925"
"0695926","ZCTA5 95926","B01001_001",40000,1409,40000,1409,"06","95926"
"0695928","ZCTA5 95928","B01001_001",37735,1263,37735,1263,"06","95928"
"0695930","ZCTA5 95930","B01001_001",72,52,72,52,"06","95930"
"0695932","ZCTA5 95932","B01001_001",7633,373,7633,373,"06","95932"
"0695934","ZCTA5 95934","B01001_001",146,93,146,93,"06","95934"
"0695935","ZCTA5 95935","B01001_001",261,239,261,239,"06","95935"
"0695936","ZCTA5 95936","B01001_001",158,139,158,139,"06","95936"
"0695937","ZCTA5 95937","B01001_001",1540,387,1540,387,"06","95937"
"0695938","ZCTA5 95938","B01001_001",4446,628,4446,628,"06","95938"
"0695939","ZCTA5 95939","B01001_001",605,131,605,131,"06","95939"
"0695941","ZCTA5 95941","B01001_001",775,312,775,312,"06","95941"
"0695942","ZCTA5 95942","B01001_001",934,285,934,285,"06","95942"
"0695943","ZCTA5 95943","B01001_001",871,182,871,182,"06","95943"
"0695944","ZCTA5 95944","B01001_001",26,37,26,37,"06","95944"
"0695945","ZCTA5 95945","B01001_001",25381,889,25381,889,"06","95945"
"0695946","ZCTA5 95946","B01001_001",8977,736,8977,736,"06","95946"
"0695947","ZCTA5 95947","B01001_001",1657,277,1657,277,"06","95947"
"0695948","ZCTA5 95948","B01001_001",11917,573,11917,573,"06","95948"
"0695949","ZCTA5 95949","B01001_001",21036,910,21036,910,"06","95949"
"0695950","ZCTA5 95950","B01001_001",350,196,350,196,"06","95950"
"0695951","ZCTA5 95951","B01001_001",2686,349,2686,349,"06","95951"
"0695953","ZCTA5 95953","B01001_001",10925,518,10925,518,"06","95953"
"0695954","ZCTA5 95954","B01001_001",12371,711,12371,711,"06","95954"
"0695955","ZCTA5 95955","B01001_001",1386,255,1386,255,"06","95955"
"0695956","ZCTA5 95956","B01001_001",348,154,348,154,"06","95956"
"0695957","ZCTA5 95957","B01001_001",879,111,879,111,"06","95957"
"0695959","ZCTA5 95959","B01001_001",18343,931,18343,931,"06","95959"
"0695960","ZCTA5 95960","B01001_001",684,236,684,236,"06","95960"
"0695961","ZCTA5 95961","B01001_001",28489,967,28489,967,"06","95961"
"0695962","ZCTA5 95962","B01001_001",1324,571,1324,571,"06","95962"
"0695963","ZCTA5 95963","B01001_001",15492,448,15492,448,"06","95963"
