"GEOID","NAME","variable","estimate","moe","summary_est","summary_moe","state","zip"
"0690001","ZCTA5 90001","B01001_001",59832,1842,59832,1842,"06","90001"
"0690002","ZCTA5 90002","B01001_001",53302,2254,53302,2254,"06","90002"
"0690003","ZCTA5 90003","B01001_001",73730,2162,73730,2162,"06","90003"
"0690004","ZCTA5 90004","B01001_001",60541,1738,60541,1738,"06","90004"
"0690005","ZCTA5 90005","B01001_001",39732,1493,39732,1493,"06","90005"
"0690006","ZCTA5 90006","B01001_001",59576,1493,59576,1493,"06","90006"
"0690007","ZCTA5 90007","B01001_001",42433,1410,42433,1410,"06","90007"
"0690008","ZCTA5 90008","B01001_001",31754,1394,31754,1394,"06","90008"
"0690010","ZCTA5 90010","B01001_001",3822,643,3822,643,"06","90010"
"0690011","ZCTA5 90011","B01001_001",111165,2097,111165,2097,"06","90011"
"0690012","ZCTA5 90012","B01001_001",36552,1263,36552,1263,"06","90012"
"0690013","ZCTA5 90013","B01001_001",12559,951,12559,951,"06","90013"
"0690014","ZCTA5 90014","B01001_001",8688,1133,8688,1133,"06","90014"
"0690015","ZCTA5 90015","B01001_001",22651,1051,22651,1051,"06","90015"
"0690016","ZCTA5 90016","B01001_001",45899,1704,45899,1704,"06","90016"
"0690017","ZCTA5 90017","B01001_001",27723,1084,27723,1084,"06","90017"
"0690018","ZCTA5 90018","B01001_001",53490,1697,53490,1697,"06","90018"
"0690019","ZCTA5 90019","B01001_001",64534,1998,64534,1998,"06","90019"
"0690020","ZCTA5 90020","B01001_001",39189,1130,39189,1130,"06","90020"
"0690021","ZCTA5 90021","B01001_001",2945,431,2945,431,"06","90021"
"0690022","ZCTA5 90022","B01001_001",67014,1732,67014,1732,"06","90022"
"0690023","ZCTA5 90023","B01001_001",46680,1652,46680,1652,"06","90023"
"0690024","ZCTA5 90024","B01001_001",51627,1440,51627,1440,"06","90024"
"0690025","ZCTA5 90025","B01001_001",46883,1684,46883,1684,"06","90025"
"0690026","ZCTA5 90026","B01001_001",68906,1719,68906,1719,"06","90026"
"0690027","ZCTA5 90027","B01001_001",44770,1243,44770,1243,"06","90027"
"0690028","ZCTA5 90028","B01001_001",29774,1174,29774,1174,"06","90028"
"0690029","ZCTA5 90029","B01001_001",36668,1244,36668,1244,"06","90029"
"0690031","ZCTA5 90031","B01001_001",39916,1306,39916,1306,"06","90031"
"0690032","ZCTA5 90032","B01001_001",48031,1161,48031,1161,"06","90032"
"0690033","ZCTA5 90033","B01001_001",49155,1526,49155,1526,"06","90033"
"0690034","ZCTA5 90034","B01001_001",53861,1431,53861,1431,"06","90034"
"0690035","ZCTA5 90035","B01001_001",27272,1182,27272,1182,"06","90035"
"0690036","ZCTA5 90036","B01001_001",37965,1512,37965,1512,"06","90036"
"0690037","ZCTA5 90037","B01001_001",67640,2085,67640,2085,"06","90037"
"0690038","ZCTA5 90038","B01001_001",28580,1257,28580,1257,"06","90038"
"0690039","ZCTA5 90039","B01001_001",29510,1280,29510,1280,"06","90039"
"0690040","ZCTA5 90040","B01001_001",12328,479,12328,479,"06","90040"
"0690041","ZCTA5 90041","B01001_001",29090,1161,29090,1161,"06","90041"
"0690042","ZCTA5 90042","B01001_001",63193,2016,63193,2016,"06","90042"
"0690043","ZCTA5 90043","B01001_001",45873,1783,45873,1783,"06","90043"
"0690044","ZCTA5 90044","B01001_001",99443,2733,99443,2733,"06","90044"
"0690045","ZCTA5 90045","B01001_001",40567,1516,40567,1516,"06","90045"
"0690046","ZCTA5 90046","B01001_001",50900,1242,50900,1242,"06","90046"
"0690047","ZCTA5 90047","B01001_001",51411,1984,51411,1984,"06","90047"
"0690048","ZCTA5 90048","B01001_001",21489,947,21489,947,"06","90048"
"0690049","ZCTA5 90049","B01001_001",36418,1151,36418,1151,"06","90049"
"0690056","ZCTA5 90056","B01001_001",7649,782,7649,782,"06","90056"
"0690057","ZCTA5 90057","B01001_001",50152,1599,50152,1599,"06","90057"
"0690058","ZCTA5 90058","B01001_001",2718,775,2718,775,"06","90058"
"0690059","ZCTA5 90059","B01001_001",46185,1939,46185,1939,"06","90059"
"0690061","ZCTA5 90061","B01001_001",27873,1316,27873,1316,"06","90061"
"0690062","ZCTA5 90062","B01001_001",35916,1756,35916,1756,"06","90062"
"0690063","ZCTA5 90063","B01001_001",53980,1875,53980,1875,"06","90063"
"0690064","ZCTA5 90064","B01001_001",25925,1135,25925,1135,"06","90064"
"0690065","ZCTA5 90065","B01001_001",46461,1281,46461,1281,"06","90065"
"0690066","ZCTA5 90066","B01001_001",59167,1465,59167,1465,"06","90066"
"0690067","ZCTA5 90067","B01001_001",2428,244,2428,244,"06","90067"
"0690068","ZCTA5 90068","B01001_001",21092,1007,21092,1007,"06","90068"
"0690069","ZCTA5 90069","B01001_001",20230,1064,20230,1064,"06","90069"
"0690071","ZCTA5 90071","B01001_001",126,75,126,75,"06","90071"
"0690073","ZCTA5 90073","B01001_001",953,364,953,364,"06","90073"
"0690077","ZCTA5 90077","B01001_001",8382,635,8382,635,"06","90077"
"0690079","ZCTA5 90079","B01001_001",0,12,0,12,"06","90079"
"0690089","ZCTA5 90089","B01001_001",3786,333,3786,333,"06","90089"
"0690090","ZCTA5 90090","B01001_001",0,12,0,12,"06","90090"
"0690094","ZCTA5 90094","B01001_001",9827,841,9827,841,"06","90094"
"0690095","ZCTA5 90095","B01001_001",0,12,0,12,"06","90095"
"0690201","ZCTA5 90201","B01001_001",101965,63,101965,63,"06","90201"
"0690210","ZCTA5 90210","B01001_001",19314,1042,19314,1042,"06","90210"
"0690211","ZCTA5 90211","B01001_001",8019,530,8019,530,"06","90211"
"0690212","ZCTA5 90212","B01001_001",13314,1009,13314,1009,"06","90212"
"0690220","ZCTA5 90220","B01001_001",52817,1571,52817,1571,"06","90220"
"0690221","ZCTA5 90221","B01001_001",51688,1386,51688,1386,"06","90221"
"0690222","ZCTA5 90222","B01001_001",33200,1573,33200,1573,"06","90222"
"0690230","ZCTA5 90230","B01001_001",32687,1099,32687,1099,"06","90230"
"0690232","ZCTA5 90232","B01001_001",14780,747,14780,747,"06","90232"
"0690240","ZCTA5 90240","B01001_001",26413,1111,26413,1111,"06","90240"
"0690241","ZCTA5 90241","B01001_001",43215,1307,43215,1307,"06","90241"
"0690242","ZCTA5 90242","B01001_001",42694,1153,42694,1153,"06","90242"
"0690245","ZCTA5 90245","B01001_001",16731,66,16731,66,"06","90245"
"0690247","ZCTA5 90247","B01001_001",48293,1105,48293,1105,"06","90247"
"0690248","ZCTA5 90248","B01001_001",11607,802,11607,802,"06","90248"
"0690249","ZCTA5 90249","B01001_001",26429,1261,26429,1261,"06","90249"
"0690250","ZCTA5 90250","B01001_001",97072,1194,97072,1194,"06","90250"
"0690254","ZCTA5 90254","B01001_001",19539,32,19539,32,"06","90254"
"0690255","ZCTA5 90255","B01001_001",75019,1060,75019,1060,"06","90255"
"0690260","ZCTA5 90260","B01001_001",34827,559,34827,559,"06","90260"
"0690262","ZCTA5 90262","B01001_001",70536,129,70536,129,"06","90262"
"0690263","ZCTA5 90263","B01001_001",1838,235,1838,235,"06","90263"
"0690265","ZCTA5 90265","B01001_001",17954,603,17954,603,"06","90265"
"0690266","ZCTA5 90266","B01001_001",35500,70,35500,70,"06","90266"
"0690270","ZCTA5 90270","B01001_001",27287,94,27287,94,"06","90270"
"0690272","ZCTA5 90272","B01001_001",21629,742,21629,742,"06","90272"
"0690274","ZCTA5 90274","B01001_001",25061,353,25061,353,"06","90274"
"0690275","ZCTA5 90275","B01001_001",42146,58,42146,58,"06","90275"
"0690277","ZCTA5 90277","B01001_001",34827,1121,34827,1121,"06","90277"
"0690278","ZCTA5 90278","B01001_001",40252,766,40252,766,"06","90278"
"0690280","ZCTA5 90280","B01001_001",94642,54,94642,54,"06","90280"
"0690290","ZCTA5 90290","B01001_001",5681,647,5681,647,"06","90290"
"0690291","ZCTA5 90291","B01001_001",26950,964,26950,964,"06","90291"
"0690292","ZCTA5 90292","B01001_001",23549,1410,23549,1410,"06","90292"
"0690293","ZCTA5 90293","B01001_001",12728,676,12728,676,"06","90293"
"0690301","ZCTA5 90301","B01001_001",38234,1484,38234,1484,"06","90301"
"0690302","ZCTA5 90302","B01001_001",30017,1100,30017,1100,"06","90302"
"0690303","ZCTA5 90303","B01001_001",24374,1007,24374,1007,"06","90303"
"0690304","ZCTA5 90304","B01001_001",25946,1094,25946,1094,"06","90304"
"0690305","ZCTA5 90305","B01001_001",15042,791,15042,791,"06","90305"
"0690401","ZCTA5 90401","B01001_001",7111,553,7111,553,"06","90401"
"0690402","ZCTA5 90402","B01001_001",11882,623,11882,623,"06","90402"
"0690403","ZCTA5 90403","B01001_001",23902,799,23902,799,"06","90403"
"0690404","ZCTA5 90404","B01001_001",22929,830,22929,830,"06","90404"
"0690405","ZCTA5 90405","B01001_001",28156,911,28156,911,"06","90405"
"0690501","ZCTA5 90501","B01001_001",41975,1323,41975,1323,"06","90501"
"0690502","ZCTA5 90502","B01001_001",17778,957,17778,957,"06","90502"
"0690503","ZCTA5 90503","B01001_001",44605,819,44605,819,"06","90503"
"0690504","ZCTA5 90504","B01001_001",33410,749,33410,749,"06","90504"
"0690505","ZCTA5 90505","B01001_001",37220,1029,37220,1029,"06","90505"
"0690506","ZCTA5 90506","B01001_001",0,12,0,12,"06","90506"
"0690601","ZCTA5 90601","B01001_001",32053,1247,32053,1247,"06","90601"
"0690602","ZCTA5 90602","B01001_001",25581,1074,25581,1074,"06","90602"
"0690603","ZCTA5 90603","B01001_001",21584,709,21584,709,"06","90603"
"0690604","ZCTA5 90604","B01001_001",42911,1707,42911,1707,"06","90604"
"0690605","ZCTA5 90605","B01001_001",40192,1738,40192,1738,"06","90605"
"0690606","ZCTA5 90606","B01001_001",32987,1241,32987,1241,"06","90606"
"0690620","ZCTA5 90620","B01001_001",46414,998,46414,998,"06","90620"
"0690621","ZCTA5 90621","B01001_001",35598,997,35598,997,"06","90621"
"0690623","ZCTA5 90623","B01001_001",15662,213,15662,213,"06","90623"
"0690630","ZCTA5 90630","B01001_001",49205,146,49205,146,"06","90630"
"0690631","ZCTA5 90631","B01001_001",69064,402,69064,402,"06","90631"
"0690638","ZCTA5 90638","B01001_001",49227,314,49227,314,"06","90638"
"0690640","ZCTA5 90640","B01001_001",62730,156,62730,156,"06","90640"
"0690650","ZCTA5 90650","B01001_001",105304,158,105304,158,"06","90650"
"0690660","ZCTA5 90660","B01001_001",63001,49,63001,49,"06","90660"
"0690670","ZCTA5 90670","B01001_001",16700,299,16700,299,"06","90670"
"0690680","ZCTA5 90680","B01001_001",30531,861,30531,861,"06","90680"
"0690701","ZCTA5 90701","B01001_001",16801,78,16801,78,"06","90701"
"0690703","ZCTA5 90703","B01001_001",50589,252,50589,252,"06","90703"
"0690704","ZCTA5 90704","B01001_001",3979,169,3979,169,"06","90704"
"0690706","ZCTA5 90706","B01001_001",77195,70,77195,70,"06","90706"
"0690710","ZCTA5 90710","B01001_001",28045,1005,28045,1005,"06","90710"
"0690712","ZCTA5 90712","B01001_001",31217,851,31217,851,"06","90712"
"0690713","ZCTA5 90713","B01001_001",28202,658,28202,658,"06","90713"
"0690715","ZCTA5 90715","B01001_001",20256,685,20256,685,"06","90715"
"0690716","ZCTA5 90716","B01001_001",14285,44,14285,44,"06","90716"
"0690717","ZCTA5 90717","B01001_001",21508,403,21508,403,"06","90717"
"0690720","ZCTA5 90720","B01001_001",22261,535,22261,535,"06","90720"
"0690723","ZCTA5 90723","B01001_001",54513,33,54513,33,"06","90723"
"0690731","ZCTA5 90731","B01001_001",60659,1686,60659,1686,"06","90731"
"0690732","ZCTA5 90732","B01001_001",22780,1134,22780,1134,"06","90732"
"0690740","ZCTA5 90740","B01001_001",24307,259,24307,259,"06","90740"
"0690742","ZCTA5 90742","B01001_001",692,122,692,122,"06","90742"
"0690743","ZCTA5 90743","B01001_001",236,110,236,110,"06","90743"
"0690744","ZCTA5 90744","B01001_001",56880,1367,56880,1367,"06","90744"
"0690745","ZCTA5 90745","B01001_001",56930,869,56930,869,"06","90745"
"0690746","ZCTA5 90746","B01001_001",27075,834,27075,834,"06","90746"
"0690747","ZCTA5 90747","B01001_001",0,12,0,12,"06","90747"
"0690755","ZCTA5 90755","B01001_001",11545,34,11545,34,"06","90755"
"0690802","ZCTA5 90802","B01001_001",38962,1568,38962,1568,"06","90802"
"0690803","ZCTA5 90803","B01001_001",32126,1063,32126,1063,"06","90803"
"0690804","ZCTA5 90804","B01001_001",39239,1261,39239,1261,"06","90804"
"0690805","ZCTA5 90805","B01001_001",95995,2232,95995,2232,"06","90805"
"0690806","ZCTA5 90806","B01001_001",41990,1358,41990,1358,"06","90806"
"0690807","ZCTA5 90807","B01001_001",32202,1124,32202,1124,"06","90807"
"0690808","ZCTA5 90808","B01001_001",39330,1077,39330,1077,"06","90808"
"0690810","ZCTA5 90810","B01001_001",37251,1204,37251,1204,"06","90810"
"0690813","ZCTA5 90813","B01001_001",58380,1690,58380,1690,"06","90813"
"0690814","ZCTA5 90814","B01001_001",19685,972,19685,972,"06","90814"
"0690815","ZCTA5 90815","B01001_001",41312,994,41312,994,"06","90815"
"0690822","ZCTA5 90822","B01001_001",133,72,133,72,"06","90822"
"0690831","ZCTA5 90831","B01001_001",0,12,0,12,"06","90831"
"0691001","ZCTA5 91001","B01001_001",37818,1247,37818,1247,"06","91001"
"0691006","ZCTA5 91006","B01001_001",32958,1072,32958,1072,"06","91006"
"0691007","ZCTA5 91007","B01001_001",34116,1021,34116,1021,"06","91007"
"0691008","ZCTA5 91008","B01001_001",1084,140,1084,140,"06","91008"
"0691010","ZCTA5 91010","B01001_001",26380,594,26380,594,"06","91010"
"0691011","ZCTA5 91011","B01001_001",20301,47,20301,47,"06","91011"
"0691016","ZCTA5 91016","B01001_001",41105,459,41105,459,"06","91016"
"0691020","ZCTA5 91020","B01001_001",8633,811,8633,811,"06","91020"
"0691024","ZCTA5 91024","B01001_001",10932,48,10932,48,"06","91024"
"0691030","ZCTA5 91030","B01001_001",25637,52,25637,52,"06","91030"
"0691040","ZCTA5 91040","B01001_001",20049,1049,20049,1049,"06","91040"
"0691042","ZCTA5 91042","B01001_001",26966,1244,26966,1244,"06","91042"
"0691046","ZCTA5 91046","B01001_001",158,51,158,51,"06","91046"
"0691101","ZCTA5 91101","B01001_001",21395,854,21395,854,"06","91101"
"0691103","ZCTA5 91103","B01001_001",27659,1240,27659,1240,"06","91103"
"0691104","ZCTA5 91104","B01001_001",37874,1106,37874,1106,"06","91104"
"0691105","ZCTA5 91105","B01001_001",12617,865,12617,865,"06","91105"
"0691106","ZCTA5 91106","B01001_001",25543,986,25543,986,"06","91106"
"0691107","ZCTA5 91107","B01001_001",32503,1168,32503,1168,"06","91107"
"0691108","ZCTA5 91108","B01001_001",13375,77,13375,77,"06","91108"
"0691201","ZCTA5 91201","B01001_001",23281,776,23281,776,"06","91201"
"0691202","ZCTA5 91202","B01001_001",23345,866,23345,866,"06","91202"
"0691203","ZCTA5 91203","B01001_001",15410,645,15410,645,"06","91203"
"0691204","ZCTA5 91204","B01001_001",18723,1018,18723,1018,"06","91204"
"0691205","ZCTA5 91205","B01001_001",37638,1098,37638,1098,"06","91205"
"0691206","ZCTA5 91206","B01001_001",34739,1135,34739,1135,"06","91206"
"0691207","ZCTA5 91207","B01001_001",11031,725,11031,725,"06","91207"
"0691208","ZCTA5 91208","B01001_001",15860,997,15860,997,"06","91208"
"0691210","ZCTA5 91210","B01001_001",529,237,529,237,"06","91210"
"0691214","ZCTA5 91214","B01001_001",30787,1285,30787,1285,"06","91214"
"0691301","ZCTA5 91301","B01001_001",26334,704,26334,704,"06","91301"
"0691302","ZCTA5 91302","B01001_001",26712,984,26712,984,"06","91302"
"0691303","ZCTA5 91303","B01001_001",31586,1504,31586,1504,"06","91303"
"0691304","ZCTA5 91304","B01001_001",54361,1639,54361,1639,"06","91304"
"0691306","ZCTA5 91306","B01001_001",49678,1501,49678,1501,"06","91306"
"0691307","ZCTA5 91307","B01001_001",26341,1001,26341,1001,"06","91307"
"0691311","ZCTA5 91311","B01001_001",40839,1195,40839,1195,"06","91311"
"0691316","ZCTA5 91316","B01001_001",30499,1229,30499,1229,"06","91316"
"0691320","ZCTA5 91320","B01001_001",44968,1114,44968,1114,"06","91320"
"0691321","ZCTA5 91321","B01001_001",34014,1198,34014,1198,"06","91321"
"0691324","ZCTA5 91324","B01001_001",29670,1345,29670,1345,"06","91324"
"0691325","ZCTA5 91325","B01001_001",34575,1440,34575,1440,"06","91325"
"0691326","ZCTA5 91326","B01001_001",36339,1147,36339,1147,"06","91326"
"0691330","ZCTA5 91330","B01001_001",3257,293,3257,293,"06","91330"
"0691331","ZCTA5 91331","B01001_001",105458,2321,105458,2321,"06","91331"
"0691335","ZCTA5 91335","B01001_001",81824,1995,81824,1995,"06","91335"
"0691340","ZCTA5 91340","B01001_001",36156,1242,36156,1242,"06","91340"
"0691342","ZCTA5 91342","B01001_001",94595,1877,94595,1877,"06","91342"
"0691343","ZCTA5 91343","B01001_001",66743,1491,66743,1491,"06","91343"
"0691344","ZCTA5 91344","B01001_001",53613,1472,53613,1472,"06","91344"
"0691345","ZCTA5 91345","B01001_001",19145,1007,19145,1007,"06","91345"
"0691350","ZCTA5 91350","B01001_001",36173,929,36173,929,"06","91350"
"0691351","ZCTA5 91351","B01001_001",32711,1118,32711,1118,"06","91351"
"0691352","ZCTA5 91352","B01001_001",47076,1665,47076,1665,"06","91352"
"0691354","ZCTA5 91354","B01001_001",32544,862,32544,862,"06","91354"
"0691355","ZCTA5 91355","B01001_001",30526,899,30526,899,"06","91355"
"0691356","ZCTA5 91356","B01001_001",29822,1127,29822,1127,"06","91356"
"0691360","ZCTA5 91360","B01001_001",43121,924,43121,924,"06","91360"
"0691361","ZCTA5 91361","B01001_001",20258,661,20258,661,"06","91361"
"0691362","ZCTA5 91362","B01001_001",36604,823,36604,823,"06","91362"
"0691364","ZCTA5 91364","B01001_001",27971,1133,27971,1133,"06","91364"
"0691367","ZCTA5 91367","B01001_001",45970,1634,45970,1634,"06","91367"
"0691371","ZCTA5 91371","B01001_001",0,12,0,12,"06","91371"
"0691377","ZCTA5 91377","B01001_001",13853,581,13853,581,"06","91377"
"0691381","ZCTA5 91381","B01001_001",19390,759,19390,759,"06","91381"
"0691384","ZCTA5 91384","B01001_001",29212,728,29212,728,"06","91384"
"0691387","ZCTA5 91387","B01001_001",42034,1379,42034,1379,"06","91387"
"0691390","ZCTA5 91390","B01001_001",19168,978,19168,978,"06","91390"
"0691401","ZCTA5 91401","B01001_001",39755,1212,39755,1212,"06","91401"
"0691402","ZCTA5 91402","B01001_001",72059,1804,72059,1804,"06","91402"
"0691403","ZCTA5 91403","B01001_001",25156,909,25156,909,"06","91403"
"0691405","ZCTA5 91405","B01001_001",55506,2039,55506,2039,"06","91405"
"0691406","ZCTA5 91406","B01001_001",54890,1543,54890,1543,"06","91406"
"0691411","ZCTA5 91411","B01001_001",26111,1029,26111,1029,"06","91411"
"0691423","ZCTA5 91423","B01001_001",33172,1091,33172,1091,"06","91423"
"0691436","ZCTA5 91436","B01001_001",15292,783,15292,783,"06","91436"
"0691501","ZCTA5 91501","B01001_001",20511,1034,20511,1034,"06","91501"
"0691502","ZCTA5 91502","B01001_001",10708,779,10708,779,"06","91502"
"0691504","ZCTA5 91504","B01001_001",26749,1032,26749,1032,"06","91504"
"0691505","ZCTA5 91505","B01001_001",30902,747,30902,747,"06","91505"
"0691506","ZCTA5 91506","B01001_001",18591,766,18591,766,"06","91506"
"0691601","ZCTA5 91601","B01001_001",36841,1537,36841,1537,"06","91601"
"0691602","ZCTA5 91602","B01001_001",19672,909,19672,909,"06","91602"
"0691604","ZCTA5 91604","B01001_001",32910,1158,32910,1158,"06","91604"
"0691605","ZCTA5 91605","B01001_001",53113,1876,53113,1876,"06","91605"
"0691606","ZCTA5 91606","B01001_001",44295,1666,44295,1666,"06","91606"
"0691607","ZCTA5 91607","B01001_001",30611,1151,30611,1151,"06","91607"
"0691608","ZCTA5 91608","B01001_001",21,33,21,33,"06","91608"
"0691701","ZCTA5 91701","B01001_001",39461,1399,39461,1399,"06","91701"
"0691702","ZCTA5 91702","B01001_001",62066,879,62066,879,"06","91702"
"0691706","ZCTA5 91706","B01001_001",76930,175,76930,175,"06","91706"
"0691708","ZCTA5 91708","B01001_001",4009,765,4009,765,"06","91708"
"0691709","ZCTA5 91709","B01001_001",80701,49,80701,49,"06","91709"
"0691710","ZCTA5 91710","B01001_001",91773,1259,91773,1259,"06","91710"
"0691711","ZCTA5 91711","B01001_001",36777,336,36777,336,"06","91711"
"0691722","ZCTA5 91722","B01001_001",34631,1270,34631,1270,"06","91722"
"0691723","ZCTA5 91723","B01001_001",18521,1002,18521,1002,"06","91723"
"0691724","ZCTA5 91724","B01001_001",26717,1167,26717,1167,"06","91724"
"0691730","ZCTA5 91730","B01001_001",72407,1771,72407,1771,"06","91730"
"0691731","ZCTA5 91731","B01001_001",30222,1430,30222,1430,"06","91731"
"0691732","ZCTA5 91732","B01001_001",62905,1543,62905,1543,"06","91732"
"0691733","ZCTA5 91733","B01001_001",45365,1077,45365,1077,"06","91733"
"0691737","ZCTA5 91737","B01001_001",25154,1040,25154,1040,"06","91737"
"0691739","ZCTA5 91739","B01001_001",39875,1453,39875,1453,"06","91739"
"0691740","ZCTA5 91740","B01001_001",25877,841,25877,841,"06","91740"
"0691741","ZCTA5 91741","B01001_001",26794,824,26794,824,"06","91741"
"0691744","ZCTA5 91744","B01001_001",85421,1640,85421,1640,"06","91744"
"0691745","ZCTA5 91745","B01001_001",55202,1310,55202,1310,"06","91745"
"0691746","ZCTA5 91746","B01001_001",29709,1108,29709,1108,"06","91746"
"0691748","ZCTA5 91748","B01001_001",47079,1162,47079,1162,"06","91748"
"0691750","ZCTA5 91750","B01001_001",34129,392,34129,392,"06","91750"
"0691752","ZCTA5 91752","B01001_001",35694,2041,35694,2041,"06","91752"
"0691754","ZCTA5 91754","B01001_001",33636,980,33636,980,"06","91754"
"0691755","ZCTA5 91755","B01001_001",26803,990,26803,990,"06","91755"
"0691759","ZCTA5 91759","B01001_001",307,86,307,86,"06","91759"
"0691761","ZCTA5 91761","B01001_001",61425,1498,61425,1498,"06","91761"
"0691762","ZCTA5 91762","B01001_001",61718,1847,61718,1847,"06","91762"
"0691763","ZCTA5 91763","B01001_001",38863,307,38863,307,"06","91763"
"0691764","ZCTA5 91764","B01001_001",56677,1510,56677,1510,"06","91764"
"0691765","ZCTA5 91765","B01001_001",46593,686,46593,686,"06","91765"
"0691766","ZCTA5 91766","B01001_001",72348,1576,72348,1576,"06","91766"
"0691767","ZCTA5 91767","B01001_001",50606,1361,50606,1361,"06","91767"
"0691768","ZCTA5 91768","B01001_001",35191,1140,35191,1140,"06","91768"
"0691770","ZCTA5 91770","B01001_001",62703,1028,62703,1028,"06","91770"
"0691773","ZCTA5 91773","B01001_001",34007,357,34007,357,"06","91773"
"0691775","ZCTA5 91775","B01001_001",25004,960,25004,960,"06","91775"
"0691776","ZCTA5 91776","B01001_001",38664,889,38664,889,"06","91776"
"0691780","ZCTA5 91780","B01001_001",35133,815,35133,815,"06","91780"
"0691784","ZCTA5 91784","B01001_001",26090,777,26090,777,"06","91784"
"0691786","ZCTA5 91786","B01001_001",53697,656,53697,656,"06","91786"
"0691789","ZCTA5 91789","B01001_001",44440,914,44440,914,"06","91789"
"0691790","ZCTA5 91790","B01001_001",45444,1192,45444,1192,"06","91790"
"0691791","ZCTA5 91791","B01001_001",33397,1072,33397,1072,"06","91791"
"0691792","ZCTA5 91792","B01001_001",29619,863,29619,863,"06","91792"
"0691801","ZCTA5 91801","B01001_001",54768,973,54768,973,"06","91801"
"0691803","ZCTA5 91803","B01001_001",29567,938,29567,938,"06","91803"
"0691901","ZCTA5 91901","B01001_001",18162,1023,18162,1023,"06","91901"
"0691902","ZCTA5 91902","B01001_001",18896,1201,18896,1201,"06","91902"
"0691905","ZCTA5 91905","B01001_001",1472,513,1472,513,"06","91905"
"0691906","ZCTA5 91906","B01001_001",4428,939,4428,939,"06","91906"
"0691910","ZCTA5 91910","B01001_001",74855,2020,74855,2020,"06","91910"
"0691911","ZCTA5 91911","B01001_001",84026,2624,84026,2624,"06","91911"
"0691913","ZCTA5 91913","B01001_001",54114,2857,54114,2857,"06","91913"
"0691914","ZCTA5 91914","B01001_001",17379,1119,17379,1119,"06","91914"
"0691915","ZCTA5 91915","B01001_001",33485,1669,33485,1669,"06","91915"
"0691916","ZCTA5 91916","B01001_001",1939,422,1939,422,"06","91916"
"0691917","ZCTA5 91917","B01001_001",986,416,986,416,"06","91917"
"0691931","ZCTA5 91931","B01001_001",613,358,613,358,"06","91931"
"0691932","ZCTA5 91932","B01001_001",26492,248,26492,248,"06","91932"
"0691934","ZCTA5 91934","B01001_001",323,150,323,150,"06","91934"
"0691935","ZCTA5 91935","B01001_001",8550,773,8550,773,"06","91935"
"0691941","ZCTA5 91941","B01001_001",31918,1243,31918,1243,"06","91941"
"0691942","ZCTA5 91942","B01001_001",40151,868,40151,868,"06","91942"
"0691945","ZCTA5 91945","B01001_001",27236,260,27236,260,"06","91945"
"0691948","ZCTA5 91948","B01001_001",130,182,130,182,"06","91948"
"0691950","ZCTA5 91950","B01001_001",62859,401,62859,401,"06","91950"
"0691962","ZCTA5 91962","B01001_001",2106,567,2106,567,"06","91962"
"0691963","ZCTA5 91963","B01001_001",1182,415,1182,415,"06","91963"
"0691977","ZCTA5 91977","B01001_001",64750,1690,64750,1690,"06","91977"
"0691978","ZCTA5 91978","B01001_001",10506,651,10506,651,"06","91978"
"0691980","ZCTA5 91980","B01001_001",0,12,0,12,"06","91980"
"0692003","ZCTA5 92003","B01001_001",5160,896,5160,896,"06","92003"
"0692004","ZCTA5 92004","B01001_001",2299,561,2299,561,"06","92004"
"0692007","ZCTA5 92007","B01001_001",11417,662,11417,662,"06","92007"
"0692008","ZCTA5 92008","B01001_001",27151,1112,27151,1112,"06","92008"
"0692009","ZCTA5 92009","B01001_001",46612,945,46612,945,"06","92009"
"0692010","ZCTA5 92010","B01001_001",16346,1073,16346,1073,"06","92010"
"0692011","ZCTA5 92011","B01001_001",24144,913,24144,913,"06","92011"
"0692014","ZCTA5 92014","B01001_001",13568,554,13568,554,"06","92014"
"0692019","ZCTA5 92019","B01001_001",43272,1634,43272,1634,"06","92019"
"0692020","ZCTA5 92020","B01001_001",59743,1302,59743,1302,"06","92020"
"0692021","ZCTA5 92021","B01001_001",70148,2429,70148,2429,"06","92021"
"0692024","ZCTA5 92024","B01001_001",51381,665,51381,665,"06","92024"
"0692025","ZCTA5 92025","B01001_001",52985,1451,52985,1451,"06","92025"
"0692026","ZCTA5 92026","B01001_001",50321,1607,50321,1607,"06","92026"
"0692027","ZCTA5 92027","B01001_001",56788,1304,56788,1304,"06","92027"
"0692028","ZCTA5 92028","B01001_001",48173,1570,48173,1570,"06","92028"
"0692029","ZCTA5 92029","B01001_001",19382,1036,19382,1036,"06","92029"
"0692036","ZCTA5 92036","B01001_001",2593,433,2593,433,"06","92036"
"0692037","ZCTA5 92037","B01001_001",38168,1363,38168,1363,"06","92037"
"0692040","ZCTA5 92040","B01001_001",46306,1948,46306,1948,"06","92040"
"0692054","ZCTA5 92054","B01001_001",41807,1797,41807,1797,"06","92054"
"0692055","ZCTA5 92055","B01001_001",11765,1436,11765,1436,"06","92055"
"0692056","ZCTA5 92056","B01001_001",52337,1573,52337,1573,"06","92056"
"0692057","ZCTA5 92057","B01001_001",60414,1390,60414,1390,"06","92057"
"0692058","ZCTA5 92058","B01001_001",46029,2145,46029,2145,"06","92058"
"0692059","ZCTA5 92059","B01001_001",1464,311,1464,311,"06","92059"
